src,sport,dst,dport,cwnd,bw,mrtt,pacing_gain,cwnd_gain,time,id
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.539999999999964,1
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.55600000000004,1
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.60100000000011,1
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.611000000000104,1
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.621000000000095,1
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.631000000000085,1
10.0.0.5,58419,10.1.0.11,51230,338,21900000.0,0.080041,1.25,2,43.672000000000025,1
10.0.0.5,58419,10.1.0.11,51230,364,23800000.0,0.080041,1.25,2,43.700000000000045,1
10.0.0.5,58419,10.1.0.11,51230,366,23900000.0,0.080041,1.25,2,43.71199999999999,1
10.0.0.5,58419,10.1.0.11,51230,368,24200000.0,0.080041,1.25,2,43.72399999999993,1
10.0.0.5,58419,10.1.0.11,51230,372,24200000.0,0.080041,1.25,2,43.733999999999924,1
10.0.0.5,58419,10.1.0.11,51230,378,24600000.0,0.080041,1.25,2,43.74400000000014,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.80099999999993,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.80799999999999,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.82400000000007,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.83899999999994,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.84699999999998,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.89800000000014,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.906999999999925,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.922000000000025,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.934999999999945,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,43.94399999999996,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,44.00800000000004,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,44.01700000000005,1
10.0.0.5,58419,10.1.0.11,51230,400,25900000.0,0.080041,1.25,2,44.02800000000002,1
10.0.0.5,58419,10.1.0.11,51230,410,26500000.0,0.080041,1.25,2,44.03800000000001,1
10.0.0.5,58419,10.1.0.11,51230,424,27500000.0,0.080041,1.25,2,44.04899999999998,1
10.0.0.5,58419,10.1.0.11,51230,450,29500000.0,0.080041,1.25,2,44.10100000000011,1
10.0.0.5,58419,10.1.0.11,51230,458,29800000.0,0.080041,1.25,2,44.11400000000003,1
10.0.0.5,58419,10.1.0.11,51230,458,29800000.0,0.080041,1.25,2,44.124000000000024,1
10.0.0.5,58419,10.1.0.11,51230,458,29800000.0,0.080041,1.25,2,44.139000000000124,1
10.0.0.5,58419,10.1.0.11,51230,458,29800000.0,0.080041,1.25,2,44.14499999999998,1
10.0.0.5,58419,10.1.0.11,51230,458,29800000.0,0.080041,1.25,2,44.153999999999996,1
10.0.0.5,58419,10.1.0.11,51230,4,29800000.0,0.08190900000000001,1,1,44.202999999999975,1
10.0.0.5,58419,10.1.0.11,51230,4,29800000.0,0.08190900000000001,1,1,44.21199999999999,1
10.0.0.5,58419,10.1.0.11,51230,4,29800000.0,0.08190900000000001,1,1,44.21900000000005,1
10.0.0.5,58419,10.1.0.11,51230,4,29800000.0,0.08190900000000001,1,1,44.228000000000065,1
10.0.0.5,58419,10.1.0.11,51230,4,29800000.0,0.08190900000000001,1,1,44.24000000000001,1
10.0.0.5,58419,10.1.0.11,51230,4,29800000.0,0.08178300000000001,1,1,44.25,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.080838,1,1,44.309999999999945,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.080838,1,1,44.317999999999984,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.080838,1,1,44.327,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.080838,1,1,44.335000000000036,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.080838,1,1,44.399000000000115,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.08006100000000001,1,1,44.409000000000106,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.08006100000000001,1,1,44.42399999999998,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.08006100000000001,1,1,44.43299999999999,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.08006100000000001,1,1,44.44100000000003,1
10.0.0.5,58419,10.1.0.11,51230,4,30300000.0,0.08006100000000001,1,1,44.450000000000045,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08006100000000001,1,2,44.5,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08006100000000001,1,2,44.514000000000124,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08005,1,2,44.521999999999935,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08005,1,2,44.53600000000006,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08005,1,2,44.54600000000005,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.603000000000065,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.61500000000001,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.62799999999993,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.69900000000007,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.71199999999999,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.72199999999998,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.738000000000056,1
10.0.0.5,58419,10.1.0.11,51230,460,30300000.0,0.08003199999999999,1,2,44.75500000000011,1
10.0.0.5,58419,10.1.0.11,51230,436,30300000.0,0.08003199999999999,1,2,44.798,1
10.0.0.5,58419,10.1.0.11,51230,440,30300000.0,0.08003199999999999,1.25,2,44.81400000000008,1
10.0.0.5,58419,10.1.0.11,51230,440,30300000.0,0.08003199999999999,1.25,2,44.82400000000007,1
10.0.0.5,58419,10.1.0.11,51230,440,30300000.0,0.08003199999999999,1.25,2,44.833000000000084,1
10.0.0.5,58419,10.1.0.11,51230,440,30300000.0,0.08003199999999999,1.25,2,44.850000000000136,1
10.0.0.5,58419,10.1.0.11,51230,440,30300000.0,0.08003199999999999,1.25,2,44.90000000000009,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,44.91000000000008,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,44.91800000000012,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,44.93299999999999,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,44.940000000000055,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,44.95100000000002,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,44.999000000000024,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,45.01300000000015,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,45.02600000000007,1
10.0.0.5,58419,10.1.0.11,51230,442,30300000.0,0.08003199999999999,1.25,2,45.03600000000006,1
10.0.0.5,58419,10.1.0.11,51230,444,30300000.0,0.08003199999999999,1.25,2,45.10100000000011,1
10.0.0.5,58419,10.1.0.11,51230,444,30300000.0,0.08003199999999999,1.25,2,45.108999999999924,1
10.0.0.5,58419,10.1.0.11,51230,444,30300000.0,0.08003199999999999,1.25,2,45.11900000000014,1
10.0.0.5,58419,10.1.0.11,51230,444,30300000.0,0.08003199999999999,1.25,2,45.13300000000004,1
10.0.0.5,58419,10.1.0.11,51230,444,30300000.0,0.08003199999999999,1.25,2,45.14200000000005,1
10.0.0.5,58419,10.1.0.11,51230,444,30300000.0,0.08003199999999999,1.25,2,45.153999999999996,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.202,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.21399999999994,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.22700000000009,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.236000000000104,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.24800000000005,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.299999999999955,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.312000000000126,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.319999999999936,1
10.0.0.5,58419,10.1.0.11,51230,394,26800000.0,0.08003199999999999,1.25,2,45.337999999999965,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.40000000000009,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.41100000000006,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.42599999999993,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.43399999999997,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.447000000000116,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.500999999999976,1
10.0.0.5,58419,10.1.0.11,51230,406,26800000.0,0.08003199999999999,1.25,2,45.511999999999944,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.52300000000014,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.53099999999995,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.544000000000096,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.55099999999993,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.60200000000009,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.611000000000104,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.61799999999994,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.63499999999999,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.64300000000003,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.700000000000045,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.71199999999999,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.72399999999993,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.736000000000104,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.74500000000012,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.805000000000064,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.817999999999984,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.83100000000013,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.840000000000146,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.89800000000014,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.906999999999925,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.922000000000025,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.93100000000004,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.94200000000001,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,45.99800000000005,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.00500000000011,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.01800000000003,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.02800000000002,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.04099999999994,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.055000000000064,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.100000000000136,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.10799999999995,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.121000000000095,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.14300000000003,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.15100000000007,1
10.0.0.5,58419,10.1.0.11,51230,396,26200000.0,0.08003199999999999,1.25,2,46.19900000000007,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.208000000000084,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.218000000000075,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.22600000000011,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.236000000000104,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.249000000000024,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.30799999999999,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.32100000000014,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.333000000000084,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.34500000000003,1
10.0.0.5,58419,10.1.0.11,51230,336,21700000.0,0.08003199999999999,1.25,2,46.35799999999995,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.402000000000044,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.41300000000001,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.43100000000004,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.444999999999936,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.499000000000024,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.50999999999999,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.519000000000005,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.528999999999996,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.53899999999999,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.552000000000135,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.59899999999993,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.611000000000104,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.62699999999995,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.63800000000015,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.65100000000007,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.700000000000045,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.71100000000001,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.72199999999998,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.73000000000002,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.74400000000014,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.79600000000005,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.80899999999997,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.81899999999996,1
10.0.0.5,58419,10.1.0.11,51230,346,21700000.0,0.08003199999999999,1.25,2,46.83600000000001,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.846000000000004,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.858999999999924,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.902000000000044,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.91399999999999,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.92100000000005,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.934999999999945,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.944999999999936,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,46.996000000000095,1
10.0.0.5,58419,10.1.0.11,51230,344,21700000.0,0.08003199999999999,1.25,2,47.00700000000006,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.02099999999996,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.031999999999925,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.04300000000012,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.103000000000065,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.12000000000012,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.134000000000015,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.144000000000005,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.152000000000044,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.16100000000006,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.197000000000116,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.210000000000036,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.218000000000075,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.233999999999924,1
10.0.0.5,58419,10.1.0.11,51230,342,21700000.0,0.08003199999999999,1.25,2,47.24800000000005,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.305000000000064,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.31600000000003,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.327999999999975,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.337999999999965,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.34699999999998,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.363000000000056,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.402000000000044,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.41100000000006,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.42000000000007,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.43100000000004,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.440000000000055,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.50199999999995,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.50800000000004,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.51800000000003,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.52800000000002,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.54099999999994,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.59699999999998,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.603000000000065,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.61200000000008,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.625,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.639000000000124,1
10.0.0.5,58419,10.1.0.11,51230,334,21700000.0,0.08003199999999999,1.25,2,47.65000000000009,1
10.0.0.5,58419,10.1.0.11,51230,324,21600000.0,0.08003199999999999,1.25,2,47.702,1
10.0.0.5,58419,10.1.0.11,51230,324,21600000.0,0.08003199999999999,1.25,2,47.708000000000084,1
10.0.0.5,58419,10.1.0.11,51230,324,21600000.0,0.08003199999999999,1.25,2,47.725000000000136,1
10.0.0.5,58419,10.1.0.11,51230,324,21600000.0,0.08003199999999999,1.25,2,47.73299999999995,1
10.0.0.5,58419,10.1.0.11,51230,324,21600000.0,0.08003199999999999,1.25,2,47.74700000000007,1
10.0.0.5,58419,10.1.0.11,51230,322,21500000.0,0.08003199999999999,1.25,2,47.79600000000005,1
10.0.0.5,58419,10.1.0.11,51230,324,21700000.0,0.08003199999999999,1.25,2,47.805000000000064,1
10.0.0.5,58419,10.1.0.11,51230,326,21800000.0,0.08003199999999999,1.25,2,47.81600000000003,1
10.0.0.5,58419,10.1.0.11,51230,330,22100000.0,0.08003199999999999,1.25,2,47.82400000000007,1
10.0.0.5,58419,10.1.0.11,51230,330,22100000.0,0.08003199999999999,1.25,2,47.83600000000001,1
10.0.0.5,58419,10.1.0.11,51230,332,22200000.0,0.08003199999999999,1.25,2,47.84699999999998,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,47.903999999999996,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,47.91599999999994,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,47.93100000000004,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,47.940000000000055,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,47.952999999999975,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,47.95900000000006,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,48.000999999999976,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,48.01300000000015,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.02600000000007,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.044000000000096,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.05600000000004,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.097999999999956,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.10799999999995,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.11699999999996,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.12699999999995,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.1400000000001,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.19600000000014,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.202,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.21399999999994,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.222999999999956,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.238000000000056,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.24800000000005,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.31099999999992,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.32300000000009,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.33100000000013,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.34899999999993,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.355999999999995,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.40300000000002,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.41399999999999,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.42599999999993,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.43900000000008,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.44600000000014,1
10.0.0.5,58419,10.1.0.11,51230,344,22800000.0,0.08003199999999999,1.25,2,48.50199999999995,1
10.0.0.5,58419,10.1.0.11,51230,340,22800000.0,0.08003199999999999,1.25,2,48.51300000000015,1
