rate,burst,lat,backlog,limit,delay,ip,time,id
300000000.0,14962.0,401.0,1584.0,1000,0.04,10.0.0.9,71.03500000000008,3
300000000.0,14962.0,401.0,1320.0,1000,0.04,10.0.0.9,71.0590000000002,3
300000000.0,14962.0,401.0,1518.0,1000,0.04,10.0.0.9,71.08300000000008,3
300000000.0,14962.0,401.0,1188.0,1000,0.04,10.0.0.9,71.13499999999999,3
300000000.0,14962.0,401.0,1122.0,1000,0.04,10.0.0.9,71.15600000000018,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.17600000000016,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,71.19500000000016,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,71.20900000000006,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.231,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,71.25400000000013,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,71.27200000000016,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,71.29600000000005,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.3130000000001,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,71.33300000000008,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,71.35300000000007,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.37300000000005,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,71.394,3
300000000.0,14962.0,401.0,1716.0,1000,0.04,10.0.0.9,71.41100000000006,3
300000000.0,14962.0,401.0,1320.0,1000,0.04,10.0.0.9,71.44800000000009,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,71.47400000000016,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,71.49400000000014,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,71.51300000000015,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,71.529,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,71.54600000000005,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.56600000000003,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,71.58699999999999,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.60400000000004,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,71.61800000000017,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,71.6360000000002,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,71.65600000000018,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,71.67800000000011,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.69400000000019,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,71.72900000000004,3
300000000.0,14962.0,401.0,1056.0,1000,0.04,10.0.0.9,71.75400000000013,3
300000000.0,14962.0,401.0,1650.0,1000,0.04,10.0.0.9,71.77800000000002,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,71.79200000000014,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,71.8090000000002,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,71.82900000000018,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,71.85300000000007,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,71.87300000000005,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,71.894,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,71.91700000000014,3
300000000.0,14962.0,401.0,2376.0,1000,0.04,10.0.0.9,71.93100000000004,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,71.94800000000009,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,71.97200000000021,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,71.98700000000008,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,72.00400000000013,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.02700000000004,3
300000000.0,14962.0,401.0,1320.0,1000,0.04,10.0.0.9,72.05600000000004,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,72.07500000000005,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,72.09100000000012,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.106,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,72.13100000000009,3
300000000.0,14962.0,401.0,1584.0,1000,0.04,10.0.0.9,72.15200000000004,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,72.1740000000002,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,72.19000000000005,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,72.221,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.24300000000017,3
300000000.0,14962.0,401.0,1464.0,1000,0.04,10.0.0.9,72.26700000000005,3
300000000.0,14962.0,401.0,1728.0,1000,0.04,10.0.0.9,72.28500000000008,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.30200000000013,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,72.32900000000018,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,72.35300000000007,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,72.37200000000007,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,72.39100000000008,3
300000000.0,14962.0,401.0,2376.0,1000,0.04,10.0.0.9,72.4090000000001,3
300000000.0,14962.0,401.0,2508.0,1000,0.04,10.0.0.9,72.4380000000001,3
300000000.0,14962.0,401.0,2442.0,1000,0.04,10.0.0.9,72.45700000000011,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,72.4860000000001,3
300000000.0,14962.0,401.0,2442.0,1000,0.04,10.0.0.9,72.50400000000013,3
300000000.0,14962.0,401.0,2442.0,1000,0.04,10.0.0.9,72.52800000000002,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.56000000000017,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,72.58000000000015,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,72.59900000000016,3
300000000.0,14962.0,401.0,2376.0,1000,0.04,10.0.0.9,72.61700000000019,3
300000000.0,14962.0,401.0,2376.0,1000,0.04,10.0.0.9,72.63400000000001,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.6550000000002,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,72.6840000000002,3
300000000.0,14962.0,401.0,2376.0,1000,0.04,10.0.0.9,72.70100000000002,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,72.7360000000001,3
300000000.0,14962.0,401.0,1650.0,1000,0.04,10.0.0.9,72.7650000000001,3
300000000.0,14962.0,401.0,1584.0,1000,0.04,10.0.0.9,72.78200000000015,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,72.80700000000002,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,72.82300000000009,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,72.84000000000015,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,72.86300000000006,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.88900000000012,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,72.9090000000001,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,72.92600000000016,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,72.94900000000007,3
300000000.0,14962.0,401.0,1650.0,1000,0.04,10.0.0.9,72.96900000000005,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,72.98900000000003,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,73.00300000000016,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,73.01800000000003,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,73.03600000000006,3
300000000.0,14962.0,401.0,1452.0,1000,0.04,10.0.0.9,73.05799999999999,3
300000000.0,14962.0,401.0,1584.0,1000,0.04,10.0.0.9,73.08200000000011,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,73.10300000000007,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,73.12800000000016,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,73.14800000000014,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,73.17000000000007,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,73.18700000000013,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.20600000000013,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,73.23000000000002,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,73.24800000000005,3
300000000.0,14962.0,401.0,1518.0,1000,0.04,10.0.0.9,73.28200000000015,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.30300000000011,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.32100000000014,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,73.35000000000014,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,73.37000000000012,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,73.38499999999999,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,73.40100000000007,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.41600000000017,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,73.43900000000008,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.45600000000013,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,73.47500000000014,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,73.49099999999999,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,73.50700000000006,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,73.5340000000001,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,73.55300000000011,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.57000000000016,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,73.58500000000004,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.60200000000009,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,73.62900000000013,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,73.64900000000011,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.67000000000007,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.69000000000005,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,73.70500000000015,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,73.71900000000005,3
300000000.0,14962.0,401.0,2310.0,1000,0.04,10.0.0.9,73.7360000000001,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,73.75300000000016,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.77800000000002,3
300000000.0,14962.0,401.0,1188.0,1000,0.04,10.0.0.9,73.80799999999999,3
300000000.0,14962.0,401.0,1584.0,1000,0.04,10.0.0.9,73.8280000000002,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,73.84900000000016,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,73.86900000000014,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,73.894,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,73.91000000000008,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.93200000000002,3
300000000.0,14962.0,401.0,1716.0,1000,0.04,10.0.0.9,73.95100000000002,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,73.971,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,73.98700000000008,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.00200000000018,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,74.03300000000013,3
300000000.0,14962.0,401.0,1254.0,1000,0.04,10.0.0.9,74.05200000000013,3
300000000.0,14962.0,401.0,1518.0,1000,0.04,10.0.0.9,74.07400000000007,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.08900000000017,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,74.1070000000002,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,74.13900000000012,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.16000000000008,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,74.17900000000009,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,74.19400000000019,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,74.20800000000008,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,74.22300000000018,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.24400000000014,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.26200000000017,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,74.28200000000015,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.2990000000002,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,74.31400000000008,3
300000000.0,14962.0,401.0,1386.0,1000,0.04,10.0.0.9,74.33400000000006,3
300000000.0,14962.0,401.0,1452.0,1000,0.04,10.0.0.9,74.35200000000009,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.37200000000007,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.3900000000001,3
300000000.0,14962.0,401.0,990.0,1000,0.04,10.0.0.9,74.4340000000002,3
300000000.0,14962.0,401.0,1056.0,1000,0.04,10.0.0.9,74.4530000000002,3
300000000.0,14962.0,401.0,1254.0,1000,0.04,10.0.0.9,74.48800000000006,3
300000000.0,14962.0,401.0,1122.0,1000,0.04,10.0.0.9,74.50700000000006,3
300000000.0,14962.0,401.0,2178.0,1000,0.04,10.0.0.9,74.52700000000004,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.54600000000005,3
300000000.0,14962.0,401.0,1386.0,1000,0.04,10.0.0.9,74.56200000000013,3
300000000.0,14962.0,401.0,1386.0,1000,0.04,10.0.0.9,74.58800000000019,3
300000000.0,14962.0,401.0,1716.0,1000,0.04,10.0.0.9,74.606,3
300000000.0,14962.0,401.0,1716.0,1000,0.04,10.0.0.9,74.625,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.64900000000011,3
300000000.0,14962.0,401.0,1716.0,1000,0.04,10.0.0.9,74.66700000000014,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,74.6880000000001,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.70700000000011,3
300000000.0,14962.0,401.0,1518.0,1000,0.04,10.0.0.9,74.73700000000008,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,74.75600000000009,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.779,3
300000000.0,14962.0,401.0,1650.0,1000,0.04,10.0.0.9,74.79500000000007,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.81000000000017,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,74.83300000000008,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,74.86400000000003,3
300000000.0,14962.0,401.0,1782.0,1000,0.04,10.0.0.9,74.88800000000015,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.92900000000009,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,74.94900000000007,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,74.97300000000018,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,74.99500000000012,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,75.00999999999999,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,75.0300000000002,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,75.04600000000005,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,75.06600000000003,3
300000000.0,14962.0,401.0,1716.0,1000,0.04,10.0.0.9,75.08400000000006,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,75.10100000000011,3
300000000.0,14962.0,401.0,2244.0,1000,0.04,10.0.0.9,75.13200000000006,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,75.15600000000018,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,75.18000000000006,3
300000000.0,14962.0,401.0,2112.0,1000,0.04,10.0.0.9,75.19800000000009,3
300000000.0,14962.0,401.0,2000.0,1000,0.04,10.0.0.9,75.23000000000002,3
300000000.0,14962.0,401.0,1386.0,1000,0.04,10.0.0.9,75.25300000000016,3
300000000.0,14962.0,401.0,1914.0,1000,0.04,10.0.0.9,75.2800000000002,3
300000000.0,14962.0,401.0,1848.0,1000,0.04,10.0.0.9,75.29700000000003,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,75.31400000000008,3
300000000.0,14962.0,401.0,1980.0,1000,0.04,10.0.0.9,75.33600000000001,3
