src,sport,dst,dport,time,rate,id
10.0.0.2,46157,10.0.0.4,38340,19.437803268432617,47.92342404139894,1
10.0.0.2,46157,10.0.0.4,38340,19.787403345108032,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,20.13452124595642,47.45620402985327,1
10.0.0.2,46157,10.0.0.4,38340,20.48330020904541,47.72318689359365,1
10.0.0.2,46157,10.0.0.4,38340,20.83043622970581,47.45620402985327,1
10.0.0.2,46157,10.0.0.4,38340,21.178489208221436,47.32271259798308,1
10.0.0.2,46157,10.0.0.4,38340,21.525795221328735,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,21.87507724761963,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,22.22449016571045,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,22.571691274642944,47.52294974578837,1
10.0.0.2,46157,10.0.0.4,38340,22.91934037208557,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,23.2665593624115,47.52294974578837,1
10.0.0.2,46157,10.0.0.4,38340,23.613760232925415,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,23.962146282196045,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,24.309256315231323,44.71962967651433,1
10.0.0.2,46157,10.0.0.4,38340,24.656882286071777,47.65644117765856,1
10.0.0.2,46157,10.0.0.4,38340,25.005657196044922,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,25.352842330932617,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,25.70086932182312,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,26.05010437965393,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,26.398531198501587,47.32271259798308,1
10.0.0.2,46157,10.0.0.4,38340,26.748631238937378,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,27.09585738182068,47.65644117765856,1
10.0.0.2,46157,10.0.0.4,38340,27.444785356521606,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,27.791927337646484,47.32271259798308,1
10.0.0.2,46157,10.0.0.4,38340,28.139143228530884,47.18922116611289,1
10.0.0.2,46157,10.0.0.4,38340,28.487224340438843,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,28.836183309555054,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,29.183585166931152,47.78993260952875,1
10.0.0.2,46157,10.0.0.4,38340,29.53071427345276,47.52294974578837,1
10.0.0.2,46157,10.0.0.4,38340,29.87932324409485,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,30.22645115852356,47.05572973424269,1
10.0.0.2,46157,10.0.0.4,38340,30.575355291366577,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,30.922571182250977,47.38945831391817,1
10.0.0.2,46157,10.0.0.4,38340,31.270004272460938,47.72318689359365,1
10.0.0.2,46157,10.0.0.4,38340,31.61861824989319,46.58850972269702,1
10.0.0.2,46157,10.0.0.4,38340,31.965842247009277,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,32.313414335250854,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,32.66221618652344,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,33.009419202804565,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,33.35654926300049,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,33.70472025871277,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,34.05410623550415,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,34.40359830856323,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,34.75072932243347,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,35.09846520423889,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,35.445693254470825,46.65525543863212,1
10.0.0.2,46157,10.0.0.4,38340,35.79286336898804,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,36.1422963142395,46.85549258643741,1
10.0.0.2,46157,10.0.0.4,38340,36.48979330062866,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,36.83888125419617,47.12247545017779,1
10.0.0.2,46157,10.0.0.4,38340,37.18716621398926,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,37.534321308135986,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,37.88147830963135,47.18922116611289,1
10.0.0.2,46157,10.0.0.4,38340,38.2286262512207,47.92342404139894,1
10.0.0.2,46157,10.0.0.4,38340,38.57578420639038,47.52294974578837,1
10.0.0.2,46157,10.0.0.4,38340,38.92404532432556,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,39.273136377334595,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,39.622109174728394,47.52294974578837,1
10.0.0.2,46157,10.0.0.4,38340,39.97060227394104,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,40.317791223526,47.65644117765856,1
10.0.0.2,46157,10.0.0.4,38340,40.66499638557434,45.92105256334606,1
10.0.0.2,46157,10.0.0.4,38340,41.0121533870697,46.32152685895664,1
10.0.0.2,46157,10.0.0.4,38340,41.36184024810791,45.98779827928116,1
10.0.0.2,46157,10.0.0.4,38340,41.709357261657715,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,42.05726432800293,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,42.40739822387695,47.45620402985327,1
10.0.0.2,46157,10.0.0.4,38340,42.75451421737671,47.05572973424269,1
10.0.0.2,46157,10.0.0.4,38340,43.102805376052856,46.38827257489173,1
10.0.0.2,46157,10.0.0.4,38340,43.449984312057495,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,43.7984983921051,46.58850972269702,1
10.0.0.2,46157,10.0.0.4,38340,44.14582824707031,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,44.49313426017761,47.78993260952875,1
10.0.0.2,46157,10.0.0.4,38340,44.842063188552856,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,45.18920636177063,47.45620402985327,1
10.0.0.2,46157,10.0.0.4,38340,45.53632736206055,46.85549258643741,1
10.0.0.2,46157,10.0.0.4,38340,45.883506298065186,46.85549258643741,1
10.0.0.2,46157,10.0.0.4,38340,46.23226737976074,46.52176400676193,1
10.0.0.2,46157,10.0.0.4,38340,46.57945919036865,47.38945831391817,1
10.0.0.2,46157,10.0.0.4,38340,46.928593158721924,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,47.27575421333313,47.32271259798308,1
10.0.0.2,46157,10.0.0.4,38340,47.623348236083984,47.25596688204798,1
10.0.0.2,46157,10.0.0.4,38340,47.97045826911926,47.32271259798308,1
10.0.0.2,46157,10.0.0.4,38340,48.31762623786926,47.92342404139894,1
10.0.0.2,46157,10.0.0.4,38340,48.66637420654297,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,49.01351237297058,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,49.360817193984985,47.25596688204798,1
10.0.0.2,46157,10.0.0.4,38340,49.709861278533936,46.52176400676193,1
10.0.0.2,46157,10.0.0.4,38340,50.05697536468506,46.9889840183076,1
10.0.0.2,46157,10.0.0.4,38340,50.40411138534546,44.31915538090376,1
10.0.0.2,46157,10.0.0.4,38340,50.75318622589111,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,51.10088324546814,46.18803542708645,1
10.0.0.2,46157,10.0.0.4,38340,51.44821238517761,47.78993260952875,1
10.0.0.2,46157,10.0.0.4,38340,51.7953622341156,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,52.14456129074097,48.056915473269136,1
10.0.0.2,46157,10.0.0.4,38340,52.49341416358948,46.52176400676193,1
10.0.0.2,46157,10.0.0.4,38340,52.840535163879395,47.12247545017779,1
10.0.0.2,46157,10.0.0.4,38340,53.187743186950684,47.05572973424269,1
10.0.0.2,46157,10.0.0.4,38340,53.537742376327515,46.9222383023725,1
10.0.0.2,46157,10.0.0.4,38340,53.88682818412781,43.5849525056177,1
10.0.0.2,46157,10.0.0.4,38340,54.23615121841431,21.158391951425436,1
10.0.0.2,46157,10.0.0.4,38340,54.584089279174805,13.949854630435068,1
10.0.0.2,46157,10.0.0.4,38340,54.935373306274414,13.88310891449997,1
10.0.0.2,46157,10.0.0.4,38340,55.28294634819031,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,55.63198137283325,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,55.98270320892334,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,56.33191728591919,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,56.68310523033142,24.29544060037495,1
10.0.0.2,46157,10.0.0.4,38340,57.031036376953125,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,57.38011121749878,24.29544060037495,1
10.0.0.2,46157,10.0.0.4,38340,57.72758221626282,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,58.07523822784424,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,58.42409038543701,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,58.773009300231934,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,59.121493339538574,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,59.47031927108765,23.4944920091538,1
10.0.0.2,46157,10.0.0.4,38340,59.81773233413696,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,60.16670823097229,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,60.5160493850708,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,60.86620616912842,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,61.2156343460083,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,61.5646333694458,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,61.913599252700806,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,62.26254630088806,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,62.61042237281799,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,62.96078038215637,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,63.311625242233276,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,63.660423278808594,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,64.00940132141113,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,64.35678625106812,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,64.70700120925903,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,65.05462527275085,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,65.40183520317078,23.694729156959085,1
10.0.0.2,46157,10.0.0.4,38340,65.7516872882843,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,66.10049724578857,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,66.4479603767395,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,66.79677033424377,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,67.14485335350037,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,67.49376726150513,23.427746293218703,1
10.0.0.2,46157,10.0.0.4,38340,67.84143424034119,22.96052628167303,1
10.0.0.2,46157,10.0.0.4,38340,68.18870520591736,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,68.53875231742859,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,68.88835120201111,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,69.23717021942139,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,69.58616638183594,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,69.93551826477051,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,70.28441023826599,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,70.63300037384033,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,70.98119831085205,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,71.32844018936157,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,71.67830729484558,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,72.02760624885559,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,72.37643122673035,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,72.7266001701355,23.761474872894183,1
10.0.0.2,46157,10.0.0.4,38340,73.07378029823303,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,73.42126226425171,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,73.77019619941711,24.028457736634568,1
10.0.0.2,46157,10.0.0.4,38340,74.11956930160522,32.10468936478119,1
10.0.0.2,46157,10.0.0.4,38340,74.46693825721741,44.71962967651433,1
10.0.0.2,46157,10.0.0.4,38340,74.81624126434326,45.92105256334606,1
10.0.0.2,46157,10.0.0.4,38340,75.16583728790283,43.5849525056177,1
10.0.0.2,46157,10.0.0.4,38340,75.51295137405396,44.98661254025472,1
10.0.0.2,46157,10.0.0.4,38340,75.86343121528625,44.58613824464414,1
10.0.0.2,46157,10.0.0.4,38340,76.21057224273682,44.71962967651433,1
10.0.0.2,46157,10.0.0.4,38340,76.55772423744202,46.05454399521625,1
10.0.0.2,46157,10.0.0.4,38340,76.90521335601807,45.72081541554077,1
10.0.0.2,46157,10.0.0.4,38340,77.25450134277344,44.98661254025472,1
10.0.0.2,46157,10.0.0.4,38340,77.60331535339355,45.05335825618981,1
10.0.0.2,46157,10.0.0.4,38340,77.95043420791626,41.98305532317539,1
10.0.0.2,46157,10.0.0.4,38340,78.30059218406677,45.2535954039951,1
10.0.0.2,46157,10.0.0.4,38340,78.64779233932495,43.78518965342299,1
10.0.0.2,46157,10.0.0.4,38340,78.9949803352356,45.12010397212491,1
10.0.0.2,46157,10.0.0.4,38340,79.3421323299408,44.45264681277395,1
10.0.0.2,46157,10.0.0.4,38340,79.68925023078918,44.78637539244943,1
10.0.0.2,46157,10.0.0.4,38340,80.03698134422302,45.05335825618981,1
10.0.0.2,46157,10.0.0.4,38340,80.38411235809326,44.45264681277395,1
10.0.0.2,46157,10.0.0.4,38340,80.73135638237,44.51939252870904,1
10.0.0.2,46157,10.0.0.4,38340,81.0799252986908,42.38352961878597,1
10.0.0.2,46157,10.0.0.4,38340,81.42853236198425,43.71844393748789,1
10.0.0.2,46157,10.0.0.4,38340,81.77731227874756,45.58732398367058,1
10.0.0.2,46157,10.0.0.4,38340,82.12454032897949,45.3203411199302,1
10.0.0.2,46157,10.0.0.4,38340,82.47174525260925,44.38590109683885,1
10.0.0.2,46157,10.0.0.4,38340,82.82094526290894,42.58376676659126,1
10.0.0.2,46157,10.0.0.4,38340,83.1693332195282,46.45501829082683,1
10.0.0.2,46157,10.0.0.4,38340,83.51863527297974,43.98542680122828,1
10.0.0.2,46157,10.0.0.4,38340,83.86578321456909,44.31915538090376,1
10.0.0.2,46157,10.0.0.4,38340,84.21344137191772,41.98305532317539,1
10.0.0.2,46157,10.0.0.4,38340,84.56064534187317,43.5849525056177,1
10.0.0.2,46157,10.0.0.4,38340,84.90786528587341,45.58732398367058,1
10.0.0.2,46157,10.0.0.4,38340,85.25642728805542,45.05335825618981,1
10.0.0.2,46157,10.0.0.4,38340,85.60357522964478,41.8495638913052,1
10.0.0.2,46157,10.0.0.4,38340,85.95111417770386,44.05217251716337,1
10.0.0.2,46157,10.0.0.4,38340,86.29834222793579,42.25003818691578,1
10.0.0.2,46157,10.0.0.4,38340,86.64556837081909,42.45027533472107,1
10.0.0.2,46157,10.0.0.4,38340,86.99271035194397,44.58613824464414,1
10.0.0.2,46157,10.0.0.4,38340,87.341792345047,45.05335825618981,1
10.0.0.2,46157,10.0.0.4,38340,87.68893933296204,43.5849525056177,1
10.0.0.2,46157,10.0.0.4,38340,88.03613638877869,44.18566394903356,1
10.0.0.2,46157,10.0.0.4,38340,88.38569235801697,47.72318689359365,1
10.0.0.2,46157,10.0.0.4,38340,88.73286724090576,42.71725819846145,1
10.0.0.2,46157,10.0.0.4,38340,89.08036017417908,43.5182067896826,1
10.0.0.2,46157,10.0.0.4,38340,89.42748022079468,42.85074963033164,1
10.0.0.2,46157,10.0.0.4,38340,89.77465224266052,44.45264681277395,1
10.0.0.2,46157,10.0.0.4,38340,90.12454533576965,47.45620402985327,1
10.0.0.2,46157,10.0.0.4,38340,90.47370624542236,42.51702105065616,1
10.0.0.2,46157,10.0.0.4,38340,90.82103729248047,43.5849525056177,1
10.0.0.2,46157,10.0.0.4,38340,91.16820621490479,44.18566394903356,1
10.0.0.2,46157,10.0.0.4,38340,91.51537919044495,43.11773249407203,1
10.0.0.2,46157,10.0.0.4,38340,91.86280727386475,45.92105256334606,1
10.0.0.2,46157,10.0.0.4,38340,92.20997834205627,43.71844393748789,1
10.0.0.2,46157,10.0.0.4,38340,92.55838632583618,44.18566394903356,1
10.0.0.2,46157,10.0.0.4,38340,92.90707421302795,43.98542680122828,1
10.0.0.2,46157,10.0.0.4,38340,93.2543113231659,43.65169822155279,1
10.0.0.2,46157,10.0.0.4,38340,93.6032133102417,44.98661254025472,1
10.0.0.2,46157,10.0.0.4,38340,93.95086336135864,44.45264681277395,1
10.0.0.2,46157,10.0.0.4,38340,94.29799032211304,45.78756113147587,1
10.0.0.2,46157,10.0.0.4,38340,94.64600539207458,46.52176400676193,1
10.0.0.2,46157,10.0.0.4,38340,94.99318027496338,45.58732398367058,1
10.0.0.2,46157,10.0.0.4,38340,95.34205722808838,45.05335825618981,1
10.0.0.2,46157,10.0.0.4,38340,95.68923115730286,47.52294974578837,1
10.0.0.2,46157,10.0.0.4,38340,96.03640818595886,43.5849525056177,1
10.0.0.2,46157,10.0.0.4,38340,96.38677835464478,44.18566394903356,1
10.0.0.2,46157,10.0.0.4,38340,96.73395037651062,43.65169822155279,1
10.0.0.2,46157,10.0.0.4,38340,97.08125019073486,44.85312110838452,1
10.0.0.2,46157,10.0.0.4,38340,97.42971515655518,43.65169822155279,1
10.0.0.2,46157,10.0.0.4,38340,97.77685618400574,47.58969546172346,1
10.0.0.2,46157,10.0.0.4,38340,98.12546229362488,44.45264681277395,1
10.0.0.2,46157,10.0.0.4,38340,98.47353720664978,46.45501829082683,1
10.0.0.2,46157,10.0.0.4,38340,98.82066226005554,45.45383255180039,1
10.0.0.2,46157,10.0.0.4,38340,99.17080736160278,84.23309351009118,1
10.0.0.2,46157,10.0.0.4,38340,99.51801633834839,8.54345163969229,1
10.0.0.1,37603,10.0.0.3,45980,0.9213743209838867,4.872437263262009,1
10.0.0.1,37603,10.0.0.3,45980,1.269099235534668,39.780446697317224,1
10.0.0.1,37603,10.0.0.3,45980,1.6162192821502686,48.25715262107442,1
10.0.0.1,37603,10.0.0.3,45980,1.96342134475708,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,2.311526298522949,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,2.658755302429199,47.72318689359365,1
10.0.0.1,37603,10.0.0.3,45980,3.0059022903442383,47.58969546172346,1
10.0.0.1,37603,10.0.0.3,45980,3.35311222076416,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,3.703829288482666,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,4.051010370254517,47.52294974578837,1
10.0.0.1,37603,10.0.0.3,45980,4.398640155792236,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,4.747511386871338,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,5.094658374786377,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,5.441887378692627,47.58969546172346,1
10.0.0.1,37603,10.0.0.3,45980,5.789711236953735,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,6.138110160827637,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,6.487065315246582,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,6.836944341659546,49.25833836010086,1
10.0.0.1,37603,10.0.0.3,45980,7.184308290481567,48.45738976887971,1
10.0.0.1,37603,10.0.0.3,45980,7.53142523765564,48.19040690513933,1
10.0.0.1,37603,10.0.0.3,45980,7.879768371582031,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,8.226927280426025,47.45620402985327,1
10.0.0.1,37603,10.0.0.3,45980,8.576034307479858,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,8.925549268722534,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,9.27643632888794,48.79111834855519,1
10.0.0.1,37603,10.0.0.3,45980,9.623642206192017,47.12247545017779,1
10.0.0.1,37603,10.0.0.3,45980,9.973005294799805,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,10.32217025756836,49.658812655711436,1
10.0.0.1,37603,10.0.0.3,45980,10.669328212738037,48.19040690513933,1
10.0.0.1,37603,10.0.0.3,45980,11.017428159713745,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,11.364662170410156,47.58969546172346,1
10.0.0.1,37603,10.0.0.3,45980,11.712003231048584,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,12.062727212905884,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,12.412172317504883,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,12.761929273605347,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,13.112151384353638,49.59206693977634,1
10.0.0.1,37603,10.0.0.3,45980,13.459408283233643,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,13.808568239212036,49.658812655711436,1
10.0.0.1,37603,10.0.0.3,45980,14.155677318572998,47.12247545017779,1
10.0.0.1,37603,10.0.0.3,45980,14.50288724899292,46.9889840183076,1
10.0.0.1,37603,10.0.0.3,45980,14.85000729560852,47.45620402985327,1
10.0.0.1,37603,10.0.0.3,45980,15.199986219406128,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,15.549098253250122,49.12484692823067,1
10.0.0.1,37603,10.0.0.3,45980,15.89702033996582,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,16.246097326278687,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,16.59364128112793,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,16.94277834892273,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,17.291901350021362,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,17.640626192092896,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,17.98946237564087,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,18.33661437034607,48.390644052944616,1
10.0.0.1,37603,10.0.0.3,45980,18.68484616279602,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,19.033682346343994,49.59206693977634,1
10.0.0.1,37603,10.0.0.3,45980,19.38086724281311,47.18922116611289,1
10.0.0.1,37603,10.0.0.3,45980,19.730478286743164,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,20.07770323753357,47.58969546172346,1
10.0.0.1,37603,10.0.0.3,45980,20.42604637145996,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,20.77326726913452,47.58969546172346,1
10.0.0.1,37603,10.0.0.3,45980,21.12155818939209,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,21.46885919570923,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,21.818154335021973,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,22.1672682762146,48.056915473269136,1
10.0.0.1,37603,10.0.0.3,45980,22.51768732070923,48.056915473269136,1
